s_id,s_free_delta_ra0 [mas],s_free_delta_dec0 [mas],s_free_pm_ra [mas/yr],s_free_pm_dec[mas/yr],s_free_dist [pc],s_accel_ra [mas/yr/yr],s_accel_dec [mas/yr/yr],2ll
5728504125199143468,-1.3466767385723104,-2.377721709105033,-5.531683711423254,0.04903351960105714,705046.1316117389,0.14144689303670419,1.5537062507319939,515.6591399334279
