mass,cdf
4.59,0.0
4.6,1.5108910199886166e-214
4.609999999999999,2.757474352792312e-109
4.619999999999999,4.760895133531514e-74
4.629999999999999,2.33583443596567e-56
4.639999999999999,1.0604785183289317e-45
4.649999999999999,1.4397919250566397e-38
4.659999999999998,1.875156917211788e-33
4.669999999999998,1.330090543206859e-29
4.679999999999998,1.3501998749959682e-26
4.689999999999998,3.5049259244943144e-24
4.6999999999999975,3.3679595155885514e-22
4.709999999999997,1.533575860143182e-20
4.719999999999997,3.9268225629988025e-19
4.729999999999997,6.3907641496956796e-18
4.739999999999997,7.232528844663354e-17
4.7499999999999964,6.089492580981977e-16
4.759999999999996,4.0168268123865764e-15
4.769999999999996,2.16115951594278e-14
4.779999999999996,9.790826112849254e-14
4.789999999999996,3.83139781409049e-13
4.799999999999995,1.322145952075792e-12
4.809999999999995,4.0920600525841064e-12
4.819999999999995,1.1519405266508704e-11
4.829999999999995,2.9841538399036696e-11
4.8399999999999945,7.184331399526091e-11
4.849999999999994,1.620854999058255e-10
4.859999999999994,3.4512887205797486e-10
4.869999999999994,6.978256989396956e-10
4.879999999999994,1.3468771958149975e-09
4.8899999999999935,2.4929235131801437e-09
4.899999999999993,4.442429745671677e-09
4.909999999999993,7.648552235954966e-09
4.919999999999993,1.2762016267388529e-08
4.929999999999993,2.069281763217417e-08
4.939999999999992,3.268328993330765e-08
4.949999999999992,5.0392773270349634e-08
4.959999999999992,7.599379581657045e-08
4.969999999999992,1.1227935495272791e-07
4.9799999999999915,1.6278057463603135e-07
4.989999999999991,2.3189373355986856e-07
4.999999999999991,3.250154143818366e-07
5.009999999999991,4.48684324677267e-07
5.019999999999991,6.107281890803084e-07
5.0299999999999905,8.204140103415337e-07
5.03999999999999,1.0885999434917866e-06
5.04999999999999,1.427887018866696e-06
5.05999999999999,1.8527689819907995e-06
5.06999999999999,2.3797785859368068e-06
5.079999999999989,3.0276287689863807e-06
5.089999999999989,3.817347271302228e-06
5.099999999999989,4.772403383094941e-06
5.109999999999989,5.918825667980227e-06
5.119999999999989,7.285309663905265e-06
5.129999999999988,8.903314725772417e-06
5.139999999999988,1.0807149334916044e-05
5.149999999999988,1.3034044357726333e-05
5.159999999999988,1.5624213886399214e-05
5.1699999999999875,1.8620903437032458e-05
5.179999999999987,2.2070425412606672e-05
5.189999999999987,2.602218185977492e-05
5.199999999999987,3.052867465822987e-05
5.209999999999987,3.564550337943621e-05
5.219999999999986,4.1431351137746074e-05
5.229999999999986,4.794795883157788e-05
5.239999999999986,5.526008823585836e-05
5.249999999999986,6.34354744598761e-05
5.259999999999986,7.254476832770055e-05
5.269999999999985,8.266146927212494e-05
5.279999999999985,9.386184935843814e-05
5.289999999999985,0.0001062248690719859
5.299999999999985,0.0001198320855142314
5.3099999999999845,0.00013476755365658167
5.319999999999984,0.00015111772130038548
5.329999999999984,0.00016897131838583527
5.339999999999984,0.00018841924128276674
5.349999999999984,0.00020955443268300578
5.3599999999999834,0.00023247175769767995
5.369999999999983,0.00025726787674411024
5.379999999999983,0.00028404111578614696
5.389999999999983,0.00031289133446942024
5.399999999999983,0.000343919792669322
5.409999999999982,0.00037722901594500235
5.419999999999982,0.0004129226603674741
5.429999999999982,0.00045110537716433816
5.439999999999982,0.0004918826775979401
5.4499999999999815,0.0005353607984680561
5.459999999999981,0.0005816465686047159
5.469999999999981,0.0006308472766916017
5.479999999999981,0.0006830705407357154
5.489999999999981,0.0007384241794748786
5.4999999999999805,0.0007970160859910203
5.50999999999998,0.0008589541037743909
5.51999999999998,0.000924345905461687
5.52999999999998,0.0009932988744497746
5.53999999999998,0.0010659199895660932
5.549999999999979,0.0011423157129572237
5.559999999999979,0.0012225918813381386
5.569999999999979,0.0013068536007267248
5.579999999999979,0.0013952051447709954
5.5899999999999785,0.001487749856760054
5.599999999999978,0.001584590055394423
5.609999999999978,0.001685826944376768
5.619999999999978,0.0017915605258700608
5.629999999999978,0.0019018895178573652
5.6399999999999775,0.0020169112754250037
5.649999999999977,0.002136721715979479
5.659999999999977,0.0022614152483976884
5.669999999999977,0.00239108470609994
5.679999999999977,0.002525821284025898
5.689999999999976,0.0026657144794849253
5.699999999999976,0.002810852036844208
5.709999999999976,0.002961319896010623
5.719999999999976,0.0031172021446555106
5.729999999999976,0.0032785809741252363
5.739999999999975,0.003445536638974691
5.749999999999975,0.003618147420055804
5.759999999999975,0.003796489591088351
5.769999999999975,0.003980637388636219
5.7799999999999745,0.004170662985408568
5.789999999999974,0.004366636466802025
5.799999999999974,0.004568625810597136
5.809999999999974,0.004776696869719885
5.819999999999974,0.004990913357976999
5.829999999999973,0.005211336838671889
5.839999999999973,0.005438026716006829
5.849999999999973,0.005671040229175773
5.859999999999973,0.005910432449051486
5.869999999999973,0.00615625627737006
5.879999999999972,0.0064085624483157504
5.889999999999972,0.006667399532408937
5.899999999999972,0.006932813942600447
5.909999999999972,0.007204849942475532
5.9199999999999715,0.0074835496564720026
5.929999999999971,0.007768953082017204
5.939999999999971,0.008061098103490075
5.949999999999971,0.008360020507915249
5.959999999999971,0.008665754002297847
5.96999999999997,0.008978330232508542
5.97999999999997,0.009297778803630568
5.98999999999997,0.009624127301681579
5.99999999999997,0.0099574013166252
6.00999999999997,0.010297624466588867
6.019999999999969,0.010644818423206604
6.029999999999969,0.010999002938006977
6.039999999999969,0.011360195869769156
6.049999999999969,0.011728413212771351
6.0599999999999685,0.012103669125858463
6.069999999999968,0.012485975962257964
6.079999999999968,0.012875344300074806
6.089999999999968,0.013271782973398802
6.099999999999968,0.013675299103959862
6.1099999999999675,0.014085898133268666
6.119999999999967,0.014503583854931765
6.129999999999967,0.014928358448558495
6.139999999999967,0.01536022251159265
6.149999999999967,0.015799175093727278
6.159999999999966,0.016245213730394358
6.169999999999966,0.016698334476632486
6.179999999999966,0.017158531941064776
6.189999999999966,0.017625799319941904
6.1999999999999655,0.018100128431207438
6.209999999999965,0.018581509748544472
6.219999999999965,0.019069932435364572
6.229999999999965,0.01956538437870159
6.239999999999965,0.02006785222297559
6.2499999999999645,0.020577321403593352
6.259999999999964,0.021093776180354178
6.269999999999964,0.021617199670630725
6.279999999999964,0.02214757388229728
6.289999999999964,0.02268487974637905
6.299999999999963,0.023229097149397776
6.309999999999963,0.02378020496539014
6.319999999999963,0.024338181087577675
6.329999999999963,0.0249030024596681
6.3399999999999626,0.02547464510676918
6.349999999999962,0.026053084165897637
6.359999999999962,0.026638293916067275
6.369999999999962,0.027230247807941716
6.379999999999962,0.027828918493038132
6.3899999999999615,0.028434277852469467
6.399999999999961,0.02904629702521422
6.409999999999961,0.029664946434981247
6.419999999999961,0.030290195821041567
6.429999999999961,0.030922014259946805
6.43999999999996,0.03156037019505716
6.44999999999996,0.03220523146154398
6.45999999999996,0.032856565311648524
6.46999999999996,0.03351433843941837
6.47999999999996,0.03417851700491761
6.489999999999959,0.03484906665790824
6.499999999999959,0.035525952561000385
6.509999999999959,0.03620913941227006
6.519999999999959,0.03689859146734341
6.5299999999999585,0.03759427256375127
6.539999999999958,0.03829614613085127
6.549999999999958,0.03900417522676201
6.559999999999958,0.03971832254748745
6.569999999999958,0.040438550449013906
6.579999999999957,0.041164820966208285
6.589999999999957,0.041897095831192124
6.599999999999957,0.042635336491194685
6.609999999999957,0.04337950412588901
6.619999999999957,0.04412955966421412
6.629999999999956,0.04488546380068788
6.639999999999956,0.04564717701121475
6.649999999999956,0.0464146595683935
6.659999999999956,0.04718787155632965
6.6699999999999555,0.047966772884957584
6.679999999999955,0.04875132330387801
6.689999999999955,0.04954148241571639
6.699999999999955,0.05033720968900806
6.709999999999955,0.051138464470615576
6.7199999999999545,0.051945205997684776
6.729999999999954,0.05275739340914563
6.739999999999954,0.05357498575676404
6.749999999999954,0.0543979420157509
6.759999999999954,0.055226221094934844
6.769999999999953,0.056059781846505494
6.779999999999953,0.05689858307533349
6.789999999999953,0.05774258354787389
6.799999999999953,0.058591742000659426
6.8099999999999525,0.059446017148390866
6.819999999999952,0.060305367691630744
6.829999999999952,0.06116975232410686
6.839999999999952,0.062039129739632756
6.849999999999952,0.06291345863865157
6.8599999999999515,0.06379269773441007
6.869999999999951,0.06467680575876941
6.879999999999951,0.06556574146765895
6.889999999999951,0.06645946364618024
6.899999999999951,0.06735793111336755
6.90999999999995,0.06826110272661107
6.91999999999995,0.06916893738574952
6.92999999999995,0.07008139403683873
6.93999999999995,0.0709984316756025
6.9499999999999496,0.07192000935057138
6.959999999999949,0.07284608616591674
6.969999999999949,0.07377662128398514
6.979999999999949,0.07471157392754058
6.989999999999949,0.07565090338171881
6.9999999999999485,0.07659456899570133
7.009999999999948,0.07754253018411424
7.019999999999948,0.07849474642815825
7.029999999999948,0.07945117727647517
7.039999999999948,0.08041178234575663
7.049999999999947,0.08137652132110156
7.059999999999947,0.08234535395612738
