source_id,ra,dec,distance,pmra,pmdec,phot_g_mean_mag
5725315375505647744,119.70141577182957,-14.929026538301086,5019.08984,-3.6174255515149416,1.6000397833072613,18.273529999999997
5725315375505649152,119.71177411775464,-14.927655300236545,3998.2619600000003,-0.9334897792534714,3.2898148116149124,20.25664
5725315379799623936,119.70556626309678,-14.938472259926273,2219.90771,-2.195617960418274,3.2385516260141105,20.85337
5725315379807325184,119.70591035869884,-14.938087801473255,3122.85791,0.37234417679174536,1.0334553573201146,17.697622
5725315379807767808,119.70398556578772,-14.93068354185436,3489.1677200000004,-4.8299089205997285,2.7210969989766367,19.016277
5725315409865395968,119.71323017774445,-14.921553007076652,2635.78125,-1.9405813737327098,1.9650282715985208,18.003273
5725315409865396736,119.71868432630473,-14.920872832415993,2402.42505,-5.813722922380798,1.1179035444319183,18.999212
5725315409865398528,119.7112180548769,-14.920421593582725,3078.71436,-0.4384942845551959,0.3037785152614839,18.310677
5725315409865404416,119.7216191608844,-14.915491777675967,10960.1348,-2.058095543854632,1.181032606672507,20.500711
5725315414159291648,119.71977864956587,-14.92223076406583,1066.07727,-4.4408020206757035,3.3447425711135703,19.667042000000002
5725315414159312896,119.71051227610224,-14.91925758024658,2955.01855,0.058269988999982814,0.4293103825636533,19.24142
5725315414166841344,119.72192412921288,-14.91841211657615,4154.968260000001,-2.072972594273795,1.8527920126745403,19.058353
5725315444225129600,119.69921684342728,-14.92472356881903,1890.19543,-2.95530898487864,6.503312893306878,18.787905
5725315444225133312,119.69907445058128,-14.921968942965544,10810.6289,-1.244330008264595,-2.8475671219550573,20.006657
5725315444225141248,119.69178105303091,-14.916997981459104,5250.84033,-3.5603921211262057,-0.2700907237705262,18.021597
5725315444225144448,119.69675663177506,-14.914070243191492,2502.79175,0.7015308729873144,-0.9493748902275466,18.598797
5725315448519081600,119.70324849090198,-14.92309669907272,5937.83594,0.002684577676805411,1.3843817752292698,19.225208
5725315448519083904,119.69572045469398,-14.914128671387866,4049.93799,-2.930208272038405,-13.750724803146166,20.766006
5725315448519107840,119.69605531760456,-14.929251422471907,8416.78809,-1.1295360424438126,0.7070667245838108,19.908257
5725315448522947840,119.70072918415394,-14.924835062510919,4201.83008,-3.1535746216798195,2.102678816248007,20.574171
5725315448526595328,119.70395904759087,-14.923214814965705,4527.73877,-1.1025622065989618,1.919994136600211,18.313774
5725315448526598912,119.6967523207572,-14.919968479617298,734.881836,-28.06604740989377,8.278192408635148,13.115584
5725315448526802048,119.69565650303446,-14.923518075544706,286.826752,-29.73039220712493,8.146030480000446,15.747107999999999
5725315478584888192,119.70872461991436,-14.911415027671564,4239.9326200000005,-1.529412826175127,0.251804000068713,18.309385
5725315478584889856,119.70599356248827,-14.909835914566125,3465.85132,1.1978470355730864,3.3726793975768907,18.391693
5725315478584892416,119.70238890458859,-14.90856558134598,5764.07959,-0.7621518662104976,0.39503816063415226,18.989792
5725315478584895616,119.70914110417463,-14.906349205098989,2930.7622100000003,-3.733910219762387,2.2522129797854267,18.33282
5725315482878761728,119.71327663736379,-14.908556830297757,8905.7666,-3.215809723633292,1.1566551485276646,20.586002
5725315482878777984,119.71159752533492,-14.916352300000904,3266.4411600000003,-1.3314396146618188,2.2222789051975784,18.418432
5725315482878814336,119.69932928441558,-14.91161304409877,3808.4541,-2.3629118103712536,1.7881275578712752,19.916075
5725315482886322944,119.71170571954384,-14.91575516432971,3919.61621,-1.3343628365498534,-0.05596004470934952,18.703747
5725315512943923072,119.73394962322044,-14.913579653518925,1267.73047,-8.496402500403352,3.215643237209957,19.97296
5725315512944618880,119.73450221195644,-14.916002329734587,2767.56299,-3.915956846787736,2.103288213098132,18.818895
5725315512944625280,119.73115724932458,-14.911619640675669,650.756104,1.7360841162306695,-0.8105437770412312,19.915575
5725315512944633088,119.7289271935145,-14.906682999738221,8244.56543,-1.7209270161979968,-0.484640575001185,20.123363
5725315517242269440,119.72477735632745,-14.909497287001054,4479.069820000001,-0.02510260773795017,-1.1414959918805072,20.699091
5725315517246049408,119.7319875357048,-14.912770540964365,2609.2356,-2.098647178186008,2.1217187200045213,19.192865
5725315517246050816,119.72719029054886,-14.909293774568805,4950.25586,-2.411454560192245,1.6724604009165818,18.04609
5725315517246052736,119.72928252725723,-14.918505109051349,1780.91772,-3.5602339678134824,-1.4941718965852124,16.752756
5725315517246278528,119.72556667430584,-14.906455346275617,2117.35059,-1.766597592700291,5.069191260684381,14.7336645
5725315547304372096,119.7415235561164,-14.906463715217415,9444.25,0.051779518163516114,-1.2404828691366832,20.5405
5725315547304379648,119.72988231781929,-14.902121875035396,4467.52979,-0.3439179902448785,0.8184806922483834,19.051966
5725315547304380672,119.74454445675529,-14.899269358593745,1139.74548,-3.8857829099630137,4.589085646404243,19.007402
5725315547304381440,119.73503903585548,-14.899867218562738,1893.3638899999999,0.2893637944590842,1.865927357551462,15.525941
5725315547304382592,119.73759837020613,-14.898281596678753,6594.77441,-0.5450833978463445,0.49527506532134496,19.022371
5725315551598156416,119.74348199238042,-14.899118639802227,3209.4086899999998,-2.9017006674461068,1.6390209233346038,20.557045000000002
5725315551598166144,119.74380302117521,-14.905495612506245,2823.4563,18.445560954265645,-9.830850870294453,20.637295
5725315551598180736,119.73580787459869,-14.901144575196426,2660.60083,-1.5459466310822907,0.6702763450381855,19.29202
5725315551600647040,119.731539447566,-14.900782337825055,3478.09961,-1.0385779991730262,-0.020204693758926445,19.965017
5725315551606016768,119.74181184726923,-14.896350497097256,3262.5205100000003,-1.3486075493323637,0.7593188719825454,13.577384
5725315551606440192,119.74348942958493,-14.904523171878012,292.28988599999997,-3.4271821962047384,1.3100515829612334,19.127205
5725315551606442240,119.73894308322157,-14.910012934152254,2463.00488,-0.20763665920295865,3.1120170449598725,19.934784
5725315581664109952,119.7221025684569,-14.906963813469998,4843.728029999999,-1.8574659570640293,2.5523293325557685,18.1442
5725315581664114944,119.71815308389635,-14.902398538936328,1502.12915,-4.651618153841089,2.2247898643420663,18.950682
5725315581664116608,119.72108529025569,-14.901210097200046,2306.48657,-2.2489499655020437,2.3503503448887155,18.714956
5725315581666656640,119.71908388550152,-14.89611656393741,3071.1936,-1.4385309670848454,2.3016246977615316,17.747754999999998
5725315585957948928,119.71806403777224,-14.8954145040305,2452.7168,0.020189962382785143,0.16410608051458292,17.287308
5725315585957963264,119.71445926355669,-14.901069825050216,2606.9411600000003,-3.484513877254916,0.4275088499525719,18.905148
5725315585961747456,119.71575647050273,-14.903825976220224,6827.20068,-2.1603968880147804,3.1001053685991087,20.708973
5725315585965531904,119.71475838217852,-14.902199916314864,1398.11743,-5.233225460770784,8.002452452195364,15.135629999999999
