source_id,ra,dec,distance,pmra,pmdec,phot_g_mean_mag
4055509056635187968,267.0062584141318,-32.61249885878952,5879.71094,-2.2631714715394837,-6.393909854146368,18.980974
4055509056637040128,267.00653248980854,-32.607546152523234,6276.30908,0.31001151466794163,-4.107672899093572,18.634726999999998
4055509056637740160,267.0052506339324,-32.611437394960035,7920.31787,-4.152450048137792,-6.87179514377107,19.139235
4055509056637753216,267.01116053041204,-32.598808197701466,7668.978029999999,-2.5288380145760034,-2.4439596380294475,17.29778
4055509056639280000,267.0114880392377,-32.613058710026266,6736.430179999999,0.5476662817251039,-11.654909874677074,19.798897
4055509056639280128,267.0146831179813,-32.601277115429674,8262.16895,-0.3017374693023641,-5.903837571757951,19.666641000000002
4055509056639280256,267.0153902687576,-32.611444591149876,7019.92285,0.4783921996877548,-4.8219693030486885,19.579525
4055509056639280384,267.0156405602738,-32.61543763656442,6841.490229999999,-5.125541342271746,-4.918255907814457,19.096014
4055509056639280512,267.0167791516814,-32.6053865295417,6058.1543,-4.546646933958106,-3.643956495044719,19.287506
4055509056649544704,267.01006565931937,-32.60293085568955,1205.84351,-0.8402026786200927,0.8076710545468466,17.89355
4055509060931046272,267.0171184430621,-32.6143619887566,6899.1611299999995,-2.168928412097942,-6.001418503836501,20.082810000000002
4055509060931047424,267.0151163823501,-32.615481016525486,5749.8388700000005,-1.7028410613903708,-9.477539668376373,19.36676
4055509060931070208,267.01355794438496,-32.614426064384965,6827.09033,-6.886170024288073,-7.452066828163661,19.82312
4055509060931079552,267.01970972231976,-32.60789105215143,1482.57874,1.4064246839132797,-1.8063541589218544,16.056395000000002
4055509060931089024,267.011949730814,-32.61288356478108,5009.02979,-2.884565297735495,-6.102874512730597,20.248241
4055509060931091840,267.0172569663276,-32.60810282374512,7176.8877,-4.559377015952257,-1.8269085118232125,
4055509060931100800,267.0086264940617,-32.612864476598986,5690.43311,-2.5227978490901557,-8.811546906881182,20.138414
4055509060931101056,267.00869238720605,-32.61335125751245,6542.17432,-6.0956389188264595,-9.015122198529985,20.386646
4055509060931101184,267.00869953512137,-32.61246850105851,8337.1123,-4.781313485563295,-5.0533424895631125,19.974628
4055509060931122560,267.0073025812777,-32.612297097457144,6659.021479999999,-1.5503869113889768,-7.735997002945994,17.75283
4055509060931130368,267.010536185945,-32.608720295048784,4973.69824,-1.3250993010050731,-7.471984027238598,19.622585
4055509060931135744,267.0071977751175,-32.610896414779894,90.2176971,-16.21516424165067,4.398846216922461,19.985954
4055509060931136384,267.0127715293409,-32.606261402743954,6273.593260000001,0.7053779797700708,-1.6278770999637775,19.91037
4055509060931140608,267.0123882705603,-32.605813787646,545.998657,-3.788962575333613,-10.999872865831238,
4055509060931149184,267.0078030154196,-32.60878359536133,5874.46729,0.4328742389714229,-5.416577523742807,18.60098
4055509060931158784,267.01499683198284,-32.60172308551485,4823.9043,-7.1553280467685445,-5.815886296645464,19.928354000000002
4055509060931160576,267.0073971532414,-32.60776564391577,7087.308109999999,1.4432665452315188,-1.855861310136932,19.989964999999998
4055509060931161088,267.00984085251326,-32.60563538931626,9051.48242,-0.2468992412950092,-9.649597229913148,19.950542000000002
4055509060931165952,267.0056369856204,-32.60861651716962,8936.28516,-6.1691509200280725,-7.71418388585259,20.035532
4055509060931166080,267.00590067562234,-32.60824171560783,2910.60986,-3.689386446817633,-4.446788046332488,
4055509060931196800,267.01084184021784,-32.599511495097644,5088.69775,-1.4642021925182784,-1.0752364773490342,19.657823999999998
4055509060931197312,267.00326713268396,-32.60671114500589,5958.80615,-5.0336576746654345,-4.193124141042399,19.785921
4055509060931197440,267.01260391656393,-32.59892735398467,7710.540529999999,-5.0682663955124205,-5.3416677835561535,19.555172
4055509060934648960,267.0226114070408,-32.60871068504967,8464.27539,-5.158911480524237,-2.476411181444381,20.14275
4055509060934651520,267.02023651206883,-32.61010320350602,8598.56445,-6.5506599830871775,-11.66016455231854,20.229986
4055509060934653568,267.0208845318749,-32.60907387951756,6727.4951200000005,-2.9519006261554783,-3.491108883930877,20.146559
4055509060934660224,267.014116603451,-32.61354878090424,991.926575,-2.101452209030063,-0.17160299362160186,20.007729
4055509060934668160,267.01342434184374,-32.612814263982216,7782.9209,0.19561773509385674,-1.825151696489301,20.379818
4055509060934670976,267.0139444507945,-32.61149648922605,9932.82129,-5.3772169674970085,-2.3148011060976925,20.074995
4055509060934712448,267.0155912736689,-32.602366822293995,6051.11035,0.6696404836597359,-6.482481914027883,20.13968
4055509060934721024,267.01095174267084,-32.603777965065696,9712.35352,0.29252261109770344,-7.878487382154959,20.18211
4055509060934740992,267.0049008573342,-32.604984410566104,7637.98584,-1.3369009319639265,-5.7796517667641325,20.141129
4055509060936846336,267.0159586011182,-32.61250220359116,8025.663570000001,-4.229363464599643,-9.011279212087654,20.396568
4055509060936852096,267.01861927600703,-32.609838388242586,6657.4951200000005,-1.3459268372589015,-2.348165789240371,20.533096
4055509060936856192,267.01474634851655,-32.611314830224664,10305.7705,-5.866391371886448,-6.3750391103095,20.599138
4055509060936857216,267.0079317275344,-32.615000419226185,7628.740229999999,2.864900371303116,-0.47937121246933706,20.552288
4055509060936864640,267.0144244677872,-32.60951687151985,9899.69238,-6.19306309111636,-5.735689350496478,20.295362
4055509060936875392,267.0155561906626,-32.60682356884129,9719.20703,-3.016203952658532,-6.232021577613286,20.57457
4055509060936884352,267.01518327185244,-32.60574765773581,8560.79785,-1.0892075924721358,-5.077226535147092,20.400465
4055509060936888064,267.0057269208468,-32.610640226287074,6639.72705,-12.557208453915994,-4.417875724141184,20.669718
4055509060936889216,267.0089300895253,-32.608136955809606,6618.913570000001,1.67116453579185,-2.6224974115983675,20.403772
4055509060936889344,267.0089106601532,-32.60851512056826,10202.9365,-6.32715681947798,-5.4419893580912815,20.558428
4055509060936918528,267.0110407844991,-32.6024161130962,6957.7876,-0.4392323867974775,-5.933657998885423,20.509914000000002
4055509060955980288,267.01652373578634,-32.6138820183832,2809.6792,1.3054483234756966,-8.866462777295082,16.399357000000002
4055509060955983488,267.0146581216368,-32.6137628840006,2880.8510699999997,-2.319427695641024,-1.465971128528064,17.0034
4055509060955983744,267.02167123259744,-32.607794481014054,6191.89746,-3.499985379948693,-8.009079182910032,17.46305
4055509060955989120,267.0155170695213,-32.60898234414256,8216.125,-4.203806875105787,-4.9420242111330515,19.91054
4055509060955989888,267.0091944485904,-32.613370482725855,5989.91504,-7.9462204813456605,-3.871644936216165,18.644551999999997
4055509060955996800,267.0070519157062,-32.61102793176229,8515.0127,8.431822038262132,-12.310722324866482,19.944672
4055509060956003072,267.0095656083064,-32.6050078214881,9215.33887,-5.7878101756511855,-7.714311484301965,20.082607
4055509060956004736,267.009288760716,-32.6026825904332,6913.08057,0.8691549410018313,-2.4571503088523894,18.881317000000003
4055509060956009088,267.0098977757804,-32.6013076689719,6043.29346,-2.81671161589834,-2.293607620932133,19.254942
4055509060956009472,267.0112793903915,-32.60011878564873,6190.54443,-4.579995717512727,-5.3242694598597735,19.483915
4055509060956984960,267.0118069991215,-32.604730565440306,5954.4536100000005,-1.9104651923686524,1.0362210268847456,20.35838
4055509060957147648,267.01599649892813,-32.609542497855806,6023.9917,4.847136144700334,2.147201011247469,20.324476
4055509060963842816,267.01974376216026,-32.60749508613845,7135.097659999999,-6.7507463621770025,-6.3086390664201994,19.238332999999997
4055509060963843712,267.0151904597447,-32.60482432757224,7930.383790000001,0.3632136860149661,-5.040368448739552,19.979357
