s_id,s_delta_ra0 [mas],s_delta_dec0 [mas],s_pm_ra [mas/yr],s_pm_dec[mas/yr],s_dist [pc],l_delta_ra0 [mas],l_delta_dec0 [mas],l_pm_ra [mas/yr],l_pm_dec[mas/yr],l_dist [pc],l_mass [sm],-ts
5728504125199143468,0.23365008029755202,0.0686681851180004,-4.478662667214727,-1.4711071636057913,705046.1281374269,3.794471880329969,31.41216777203705,11.215744970665398,-43.09640782437292,3137.9298036747628,86.21331249419634,-576.0894290313921
