source_id,delta_ra0 [mas],delta_dec0 [mas],pm_ra [mas/yr],pm_dec[mas/yr],dist [pc],ts
5725315375505647744,0.011544866272920909,-0.061444854343094275,-3.6009121984710935,1.6171330629055785,6347.682620071706,70.07513949342653
5725315375505649152,0.3255808180703232,0.36958786244622804,-1.2057156447738193,3.358664086380235,6347.6826040383385,96.18295861309878
5725315379799623936,0.06566690644670867,0.02373951446915453,-1.6724655666812744,2.9664541383135807,6347.682762981671,70.79940698061584
5725315379807325184,0.0347905923426146,0.017209655941732124,0.38153361092195415,0.9967726221561033,2380.3660194003455,88.06677087462849
5725315379807767808,0.047334517795861474,0.006394836195989331,-4.76571920931778,2.716811894989391,1850.4836618210022,71.07649690675872
5725315409865395968,0.020150443292717608,-0.0241875644299157,-1.9189716447454468,1.9860258894464988,3070.824924252451,88.86042457932689
5725315409865396736,0.02111175599313956,-0.11048683740501604,-5.7709769924939,1.1481286510962478,1779.2148551413509,72.36136418697525
5725315409865398528,-0.002111562882170319,-0.01967665711068543,-0.3831254274946466,0.2814912160214561,3790.007374338775,87.33122362608614
5725315409865404416,-0.12178964179864352,0.347141332668079,-1.945988663684172,1.315092977212995,6347.68260766747,89.98680763349549
5725315414159291648,-0.10461508253761022,-0.19943800802531658,-4.4626999940870675,3.2739643022131717,952.5714635344123,55.43634754496662
5725315414159312896,0.002018101000829619,-0.0654427055476844,-0.0939656331075951,0.5465608709873225,2289.215451656881,72.16344684794555
5725315414166841344,-0.0642763236551285,-0.00026997535660627634,-2.023943082936977,1.8017128964610025,6347.682543208926,83.68292828282365
5725315444225129600,-0.20365747152786834,0.024600037421041995,-2.9163230601253973,6.517340891415291,1845.0069212691174,68.37059028554535
5725315444225133312,-0.19497861300416863,0.19246649881275635,-1.0517107098114156,-2.656397349339635,6347.682406754725,63.03880210389489
5725315444225141248,0.03959247552966301,0.07201120176590523,-3.579301618356158,-0.24567105854290483,4342.738450282134,98.07110997743092
5725315444225144448,-0.0327296502258859,0.028835706089237106,0.6732717015855934,-1.0754464462405202,1736.0776137289945,99.30553518938925
5725315448519081600,0.035222801787092736,-0.05754522689305002,0.1222752426728674,1.2536199328322635,6347.682785073899,82.75258890926145
5725315448519083904,0.5270261250009165,-0.4400208901244952,-2.5208655867813103,-13.88213260196267,6347.682644108567,62.11473639876114
5725315448519107840,0.07439968108159467,-0.17547269504390522,-1.088165509820969,0.706585372793572,6347.682627148025,72.01441666281757
5725315448522947840,-0.44143721686703563,-0.2523267874309014,-3.3807352324341244,2.0899052446358017,6347.682868437631,78.8317818654757
5725315448526595328,0.05783213527123195,-0.09828005402396596,-1.0732546442606365,1.9374017940829449,4204.550519796495,69.0222206057266
5725315448526598912,0.00024359888043546337,-0.003791067813227599,-28.066761738532715,8.271212876015413,732.3918105514084,67.37792658932068
5725315448526802048,-0.03013283405340465,-0.013568190116378233,-29.718118214394355,8.136509726077776,288.6370405435393,67.7859860672535
5725315478584888192,-0.09407211552380748,0.007891692818195371,-1.575745473830833,0.29209876409049373,10939.019252943877,70.72126671831255
5725315478584889856,0.02731184298105495,0.11690860521223347,1.1213158275282074,3.379858768576756,3471.099077819601,77.11001989429394
5725315478584892416,0.11940074261168689,0.016811253400879876,-0.7030898115280129,0.2934095078000588,3177.7624542956382,60.01568949217203
5725315478584895616,-0.20475010627688148,0.015895265276891776,-3.6896029344427963,2.2325650554786307,2130.9561576307265,83.34745883000764
5725315482878761728,-0.36825432792541996,0.21707919526059535,-3.384102435272526,1.7062930519077488,6347.682671203666,43.53705560748182
5725315482878777984,0.006801248433346827,0.002881656492542683,-1.3080699283632191,2.2060586014613373,3416.2327143416464,78.3333933556852
5725315482878814336,0.05548336900294764,-0.17599554977646995,-2.034992677050632,1.7897706733405803,6347.68261177244,65.31777280410844
5725315482886322944,-0.04476235307181336,0.07492213426041948,-1.4053734539931848,-0.038377720628679474,2665.6962684628206,52.94212146958432
5725315512943923072,0.09071514242831025,0.16220598332420338,-8.478231404763145,3.091454680546906,1205.2217844613435,63.45781168222797
5725315512944618880,0.0038284100381475944,-0.023422252362496135,-3.8759265882251173,1.9584628475941241,6347.682885197953,71.98604924794071
5725315512944625280,0.03545153848924679,0.30273704894422526,1.836514415185121,-0.7514536927974947,669.7690313859935,81.57847132514686
5725315512944633088,-0.2551964645696718,0.027799223668149315,-1.91116811371891,-0.5962612493148922,6347.682622535619,79.53188888258316
5725315517242269440,0.20716347765770768,0.1653939954160122,-0.3379462963968268,-1.172040588237542,6347.682509813499,77.79913869742
5725315517246049408,-0.05103336535448334,0.20457810828536574,-2.0705910291421348,2.0996989776027797,6347.68249598413,57.32588612236262
5725315517246050816,-0.01982118282886772,0.04461417010222294,-2.4311816127888672,1.7117773126294136,5073.033501797925,70.89278399657911
5725315517246052736,0.036248426639225166,-0.0069776230662404815,-3.539536758967008,-1.50478357650968,1833.4896347152007,78.73873492476606
5725315517246278528,0.003285720487290799,0.0013253286978872304,-1.7518804444970013,5.0586593845321435,2073.477715064552,54.1142044684988
5725315547304372096,-0.27714671342798536,0.13488637831730027,-0.3863531840391052,-1.1073730252304566,6347.682769292255,73.92598556109009
5725315547304379648,-0.022875037633251112,-0.027076026704435124,-0.14357537095002118,0.7008331934692175,6347.682869661458,81.15530894803106
5725315547304380672,0.1283139867453045,-0.09865195557964597,-4.056201158049422,4.506161257094107,1032.8034571502242,88.22059621290921
5725315547304381440,-0.014758749004711948,-0.004311124479447631,0.27515475349186685,1.874829481790358,1861.0789476135262,70.08214319163432
5725315547304382592,-0.11149535274854382,0.06408725099000924,-0.44765065327477555,0.4598314529889715,6347.682925087885,74.3594880771924
5725315551598156416,-0.12831900581158512,-0.20985915811691028,-2.6344840769422797,1.598390771288009,6347.682625418276,75.63340909610636
5725315551598166144,0.3963555774724253,-0.2724797416496629,18.867758317467537,-10.255008991085331,6347.6824858269365,88.58842340219623
5725315551598180736,-0.1928583313583799,0.11692174569843182,-1.680015358864907,0.8627473483676349,2810.983115792952,95.26796397467281
5725315551600647040,0.2331895066959035,-0.025499880497739984,-1.138434056580397,-0.026839570944388692,6347.682603284387,80.17321345555247
5725315551606016768,0.0028244554956585355,0.011497768291839338,-1.3494327877932528,0.7640416820173974,3170.9225467138976,74.76849152535101
5725315551606440192,0.18091926349243329,-0.2906528023574548,-3.3520645581272004,1.4163286276596674,326.5142392060481,49.27427358446201
5725315551606442240,0.20848367444156848,-0.1407888967139179,-0.2909946523389034,2.977941951855177,6347.682118366679,64.50702675954572
5725315581664109952,-0.06700413150521232,-0.06885508939156651,-1.87476137226428,2.6158873031642966,19051.54343760351,88.78728976920966
5725315581664114944,-0.01135711939255802,-0.12014446946909173,-4.584867825194405,2.2726953295416745,1109.385688274287,59.46891210423106
5725315581664116608,-0.030878419958005394,-0.0365732533689251,-2.362128238221757,2.293547166240861,6347.682615309336,90.94334635186507
5725315581666656640,0.04619606121623659,-0.057368655420381484,-1.4886963639852497,2.2823604325698708,3700.3819889112738,72.33044186546724
5725315585957948928,0.032496072078271446,0.06523045726255612,0.004710172322381032,0.1370127621893035,2387.616001394763,82.61072813631229
5725315585957963264,-0.059479764689559504,0.11521794397853356,-3.4837339756621395,0.4864775612317411,1419.2755511166304,90.67607144152248
5725315585961747456,0.041039485298179676,-0.28509252114733113,-2.031165511214019,3.0012312920575055,6347.6821677053895,72.06985831860291
5725315585965531904,-0.010624231953485672,-0.0062717587196445225,-5.241000262470909,7.994038341599621,1424.7597365836996,69.16330274042971
5725315616023860864,-0.025858369473322013,0.2149834655888792,-2.310496937162868,1.6034570342603254,6347.68248420399,74.53490817595406
5725315616023867392,-0.03105684989511834,0.1078552567818636,1.788758279117399,0.543648961194742,6347.682308894654,67.80326636909386
5725315616023868928,0.039973528171470034,-0.010443623738892432,-2.5734379268190883,-2.2338245494460494,2430.5681538984672,71.4453418019198
5725315620317639168,0.008939136340469134,-0.02987837557717693,1.654295492730026,0.4467374586882414,1272.1336094915364,58.220346902436305
5725315620317653120,-0.1311507642158172,0.18546405942139846,-2.5614790638464444,2.0256091683485975,6347.682620253641,71.34798216057985
5725315620317661184,-0.003495661209468268,-0.03352941614385679,-1.5695445650741933,1.0099314262740466,6347.682320909389,63.10716135860526
5725315620325257856,0.05877277431908195,0.0039863114683149365,-1.7066720160238478,-0.9869904952153989,479.1008164238891,104.69658540446926
5725315620325259136,-0.003953061477591773,0.03637885520149872,0.08070956389886899,1.9086308164358807,2790.0220411733367,71.27241670841829
5725315650383577984,-0.016304568143239533,0.013546014429941798,-3.481072304068048,-0.02611822295075349,1827.5641032138374,82.08728149100016
5725315650383583360,0.24632177667445837,-0.7525518730351337,-0.5208786954318176,-3.2558732080003594,6347.683018213952,74.66139334903832
5725315650383586304,0.029310660270031992,-0.032801001432193534,-2.6361469699018247,3.175051391098757,1850.5221811319045,97.422553447739
5725315650383588096,0.26497392619197957,-0.06914552791938308,0.21563211155363338,-0.3153290525207518,6347.682229412491,62.057309393416766
5725315650383589888,0.203917560318355,0.13801694501724707,-1.8883492979515109,3.0982075700562537,6347.6820678795875,62.725375948987896
5725315654677530752,-0.3108926923013647,0.06175578464219774,-0.5057142950164952,1.0351314620956191,786.1134372105843,69.01337199176297
5725315654677533056,0.08309971933554511,0.10825651859219869,-2.405022275700064,0.7893213441706165,6347.682609352997,66.86368072095513
5725315654677548160,-0.2345651158514103,-0.29144770997081415,5.2292210591874895,0.3282367593186611,6347.682615625148,84.9597559930781
5725315654677548544,-0.1399111640322735,0.042948962120215504,-0.6178364781065131,-0.15011977210804398,6347.682600556146,67.86680232810411
5725315654685034752,0.01196971442997243,-0.009184826196173706,-1.2644954354976958,1.5013699004077266,5669.212642222817,87.68045458955027
5725315684742616064,-0.572478039659069,0.01044321028694393,-0.5432662462246324,-4.853124804395078,1117.6614609158744,89.81372828694434
5725315684742617600,-0.10028162588981344,-0.23457929635725758,-3.0836453691693064,2.02215110972766,6347.682207393321,78.04803583803157
5725315684743324544,0.11208546798670338,0.17085756926716347,-2.076703323698947,-0.08866353273145164,6347.682763710511,79.99695824248738
5725315684743329152,0.26095546345257253,-0.09819158578094994,-1.6445491382464652,-1.3841268152799457,6347.682650050846,91.87157614363744
5725315684743334272,-0.19096113118995398,0.04382482046581748,-10.604929988206019,2.8407864519372414,594.3830628971855,63.47841484348413
5725315684743335552,-0.09836670262968512,-0.1442465572716067,-1.4431730175716069,0.22146443852139458,2140.0765005650633,74.8875940488403
5725315689037250304,-0.7260642934789432,-0.11794850490553503,-1.3048338423836816,0.7344363289759872,6347.682623652969,68.12814498607892
5725315719103062272,-0.013256831097826908,-0.02183082290326483,-3.494659864299772,1.9437996985708756,2468.1574307522696,60.424954808990435
5725315719103062400,0.09953691481577161,0.006450667303923012,-0.49247738998266644,1.1312360389643332,6347.682477500598,83.36038403792205
5725315719103068800,-0.1143999414298846,0.009395386989268468,-3.5047754474945756,4.8171794319647185,2875.7638239114594,88.74716262590981
5725315723397011072,0.07235159932848312,0.0863695813807382,-1.394875733078311,-1.5553573410517822,6347.682631613347,69.87173235243714
5725315723397012608,0.23201120391145372,0.035035645594070276,-0.2339623063089207,2.1279051316504862,6347.682758042748,86.89438025716237
5725315723397033472,-0.5967129206132152,-0.37678796707532425,-2.0695927988561778,1.4712305880421486,6347.682612559136,68.20663696579892
5725315723404507264,-0.004550124982518996,0.000517704727445792,-1.5230897506963401,-0.6477448677920246,1509.3685420040342,84.60146237757311
5725315723404508032,-0.014714996648731663,-0.0012464577955740685,-3.7275392719028715,3.5077612425833586,2548.7325265414156,61.421516739222135
5725315723404513792,-0.07496128982604622,0.03294188871706945,-3.8682976598918772,3.4276214747925438,2889.294174726857,82.80236747544036
5725315753462816384,0.27543677677565676,-0.1876866796353921,-0.9022396632698133,0.2070718968970861,6347.682785810425,76.31357291487036
5725315753462830720,0.07940073806593738,0.06529165926888883,-0.2611410851393777,0.5773631992949544,6347.682659357828,83.82986879482134
5725315757756692352,-0.15316515712474665,0.045411415816010665,-4.7491008146055025,5.5101600975840315,2740.719612423343,67.75696218469639
5725315757756743040,0.3620427127137817,-0.22553035705068442,-2.147636573082848,1.8769354206649347,6347.682619992255,63.88308463718815
5725315787822568448,-0.08391037858545995,-0.0921758864298523,-0.8372128247371862,-0.9462835865687808,1199.9156792137312,67.74959373169818
5725315792116409344,-0.013605832213420654,-0.15344971280911338,-2.0933611534516197,-0.8635734704024847,6347.682627545498,64.07836827049283
5728504125199143468,-1.041063090587596,-0.5588023856474068,-5.498831988975011,0.032672283092323645,1467.1544999432476,676.3656571170532
