s_id,s_free_delta_ra0 [mas],s_free_delta_dec0 [mas],s_free_pm_ra [mas/yr],s_free_pm_dec[mas/yr],s_free_dist [pc],s_accel_ra [mas/yr/yr],s_accel_dec [mas/yr/yr], 2ll
5728504125199143468,-1.4678324859842646,-2.10088720776286,-5.558198847925478,0.1646369984068487,1042.862210508523,0.05533691922677387,1.4668723160324595,478.30297343172805
