s_id,delta_ra0 [mas],delta_dec0 [mas],pm_ra [mas/yr],pm_dec[mas/yr],dist [pc],-2ll
5727504125199235456,-1.0313329572084127,-0.5786247561047774,-5.366110697856508,0.01261438624711245,705046.1316121862,702.8233039560839
