s_id,s_delta_ra0 [mas],s_delta_dec0 [mas],s_pm_ra [mas/yr],s_pm_dec[mas/yr],s_dist [pc],l_delta_ra0 [mas],l_delta_dec0 [mas],l_pm_ra [mas/yr],l_pm_dec[mas/yr],l_dist [pc],l_mass [sm],-ts
5728504125199143468,-0.1603708137980404,-0.055478763818929445,-4.696071686338742,-1.040385555555472,1438.1993353657629,1.8530454668719496,39.63999786381213,11.103941352200847,-51.67108542372369,414.8062976588966,13.03318404567841,-619.8414164637883
